id,follow,meet,givefuture,info,march,sign,give12m,compromise,tempobama,tempblack,tempwhite,temphisp,temppolice,tempfem,tempmuslim,tempsci,dem_cand,rep_cand,lazyb,lazy_w,lazy_h,lazy_m,violent_b,violent_w,violent_h,violent_m,econ_now,econ12m,pidAggr,ISSUES_1,ISSUES_2,ISSUES_3,ISSUES_4,ISSUES_5,ISSUES_6,ISSUES_7,ISSUES_8,ISSUES_9,ISSUES_10,ISSUES_11,ISSUES_12,ISSUES_13,ISSUES_14,ISSUES_15,ISSUES_16,ISSUES_17,ISSUES_18,ISSUES_19,ISSUES_20,ISSUES_21,discb,disch,discw,discg,discwo,discm,discmu,discc,discselfsex,srvspend,camfin,imlegal,imnumb,eqpay,pleave,crime_spend,death,terrorworry,terror12m,terrorlocal,incgp20,isistroops,mnwge,hlthspend,childcr,get_ahead,ladder,fin_well,warm,warm_cause,warm_do,free_trade,stpwhite,stpblack,frcwhite,frcblack,pkdeficit,pkspend,vaccine,autism,obama_muslim,amer_identity,race_identity,buycott,boycott,skin_tone,skin_disc,birthyr,gender
335,2,2,2,3,2,2,1,2,91,88,84,67,29,70,68,38,1,9,4,4,5,5,4,4,3,5,2,1,1,8,8,8,8,8,8,8,8,8,3,2,4,8,8,1,8,8,8,8,8,8,2,3,4,3,5,5,3,4,1,7,5,6,7,1,1,3,2,9,2,2,3,6,1,2,3,5,1,1,1,2,4,5,2,5,3,5,1,4,2,4,2,2,1,2,2,7,3,1950,2
336,1,5,5,5,2,2,2,2,0,86,85,86,71,76,50,70,5,7,5,5,5,5,5,5,5,5,5,5,3,8,4,8,8,8,8,8,8,8,8,2,8,8,8,8,1,8,8,3,8,8,4,3,3,4,4,3,2,2,5,1,4,2,4,7,7,7,6,4,9,5,2,7,4,7,7,4,6,5,2,2,7,1,3,3,3,3,1,1,7,3,1,2,5,2,2,4,5,1947,1
337,1,1,1,1,1,1,1,2,0,50,100,41,100,0,0,41,5,4,2,5,3,1,2,5,3,1,3,2,2,2,8,8,8,4,8,3,8,8,8,8,8,1,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,1,5,1,7,3,6,7,7,7,1,9,5,2,3,1,3,7,7,5,4,4,2,2,7,1,1,1,1,1,1,1,4,6,2,1,1,1,1,1,5,1975,1
338,1,5,5,5,2,2,2,2,1,50,50,50,61,29,1,51,5,8,2,4,4,5,2,4,4,1,4,3,2,8,2,8,8,8,4,1,8,8,8,3,8,8,8,8,8,8,8,8,8,8,4,2,3,4,5,5,1,1,5,1,4,2,4,1,6,4,1,9,2,5,1,7,2,6,7,1,2,6,2,2,7,7,3,3,3,3,1,3,4,5,1,5,5,2,2,2,5,1945,2
339,2,4,5,5,2,2,2,1,60,50,50,50,86,51,51,52,3,11,5,5,5,5,5,5,5,5,4,3,3,8,8,4,8,1,8,3,8,8,8,8,8,8,8,2,8,8,8,8,8,8,4,4,4,3,4,4,3,4,4,3,1,4,4,4,4,3,3,9,3,5,1,6,1,3,4,4,3,3,1,1,2,4,3,4,2,3,2,4,1,5,1,2,2,2,2,1,4,1942,1
340,1,4,4,4,2,2,2,1,99,85,89,91,71,88,91,71,,,5,5,5,5,5,5,5,5,1,1,,8,8,8,8,8,4,8,3,8,8,8,8,8,8,1,8,2,8,8,8,8,2,2,5,2,2,5,1,5,2,7,1,4,2,1,1,1,7,4,4,4,1,2,1,1,1,4,4,3,1,1,2,3,3,5,2,5,2,3,1,6,2,1,1,1,1,7,1,1943,2
341,2,5,4,5,2,2,2,1,67,100,100,88,100,15,28,98,1,8,4,3,5,5,3,3,3,3,4,4,1,8,8,8,8,3,8,8,2,8,1,8,8,8,8,8,8,8,8,8,4,8,2,4,4,3,3,5,4,4,4,7,7,7,7,1,1,1,7,9,3,4,1,7,1,1,1,3,2,2,2,2,4,7,2,5,2,5,1,4,1,6,2,1,1,2,2,6,3,1951,1
342,1,5,5,5,2,2,2,2,5,96,99,98,99,41,21,96,,,5,5,5,5,5,5,5,5,5,2,,8,8,8,8,4,8,2,8,8,8,8,8,8,8,3,8,8,8,8,8,1,2,2,4,1,3,5,1,5,5,7,6,2,5,1,1,1,1,2,4,3,1,7,1,1,1,2,7,7,1,2,4,5,2,3,2,2,1,2,1,6,2,1,1,2,2,2,5,1943,2
343,1,3,4,5,2,2,2,1,0,76,50,50,100,51,50,50,,,5,5,5,5,5,5,5,3,5,2,,8,8,8,8,4,8,8,8,8,8,8,2,8,8,8,8,8,3,1,8,8,3,5,3,4,4,5,1,3,5,4,1,4,4,1,6,2,1,1,1,2,3,1,2,4,4,5,6,7,2,3,7,4,3,3,3,3,1,4,1,5,2,1,5,2,2,1,5,1956,2
344,1,3,5,5,2,2,2,1,0,75,100,99,95,0,50,90,5,5,5,5,5,5,5,5,5,5,3,4,3,8,8,8,8,8,8,4,8,8,8,8,8,8,8,2,8,8,8,3,8,1,4,4,3,3,4,5,3,3,4,1,7,4,4,3,4,4,1,2,1,3,2,1,2,7,7,4,3,5,2,2,7,6,2,2,2,2,1,3,1,6,1,1,4,2,1,3,5,1939,2
345,1,5,2,3,1,2,1,1,95,90,90,80,65,90,95,90,,,5,5,5,5,5,5,5,5,2,3,,8,8,8,8,8,4,8,8,1,8,8,8,8,8,2,8,8,8,8,3,8,1,2,4,2,3,4,1,5,3,6,1,1,3,1,1,4,6,4,9,4,1,3,1,1,1,2,7,7,1,1,2,6,2,5,4,5,1,1,1,6,2,1,4,1,1,2,5,1954,2
346,1,5,5,5,2,2,2,1,30,50,60,50,60,50,5,60,3,9,3,3,4,5,3,3,4,3,2,4,4,8,8,8,8,8,8,8,8,2,8,8,4,8,8,3,8,8,8,8,8,1,4,4,2,3,3,4,1,4,5,3,1,2,4,2,2,2,2,9,2,2,1,3,1,2,2,3,6,5,1,1,1,6,3,5,3,5,1,1,1,5,1,4,3,2,2,5,5,1936,1
347,3,5,5,5,2,2,2,2,67,63,70,50,66,19,48,72,,,3,3,2,2,3,3,2,2,3,3,,8,3,8,8,8,8,8,8,8,2,1,8,8,8,4,8,8,8,8,8,8,4,5,4,5,5,5,3,3,5,4,2,4,4,2,3,4,4,4,4,4,3,4,2,4,5,2,6,6,1,3,3,4,3,3,3,3,1,4,4,3,2,2,3,2,2,3,4,1963,2
348,1,2,3,4,1,1,2,1,89,70,49,80,70,80,95,100,3,11,4,1,5,5,5,1,5,5,2,2,3,8,8,4,8,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,1,8,2,2,5,1,3,5,1,5,4,7,1,3,3,1,1,2,7,9,4,5,1,7,1,1,1,2,6,6,1,1,1,5,2,5,5,5,2,1,1,6,2,5,4,1,1,5,4,1974,1
349,2,4,5,5,2,2,2,2,0,59,60,73,97,40,53,68,5,9,5,5,5,5,4,4,4,4,4,3,3,8,4,8,8,8,2,8,8,8,8,1,8,8,8,8,3,8,8,8,8,8,3,3,4,2,4,4,3,4,5,3,1,2,6,1,2,3,1,2,2,3,2,6,2,4,4,3,2,3,1,1,2,5,3,3,3,3,1,1,1,6,1,2,3,2,2,3,5,1985,2
350,1,4,5,4,2,2,2,1,2,51,66,59,72,52,51,50,,,3,4,5,5,2,3,3,4,5,5,,8,8,8,8,4,8,3,8,8,8,8,8,8,8,1,8,8,8,8,8,2,3,3,4,2,4,5,2,4,3,3,1,2,4,1,3,4,4,3,4,4,1,2,1,7,4,3,5,5,1,3,3,4,3,3,4,4,1,4,1,6,1,2,5,2,2,1,5,1950,2
351,1,4,3,5,2,2,2,2,96,84,78,87,86,52,92,94,3,11,4,4,4,4,4,3,5,4,2,3,3,8,8,8,8,8,3,8,8,8,8,1,8,8,8,8,8,8,8,8,4,2,2,1,5,3,3,5,1,5,5,6,1,1,1,1,1,4,7,3,9,4,1,7,1,1,1,2,4,5,1,3,1,2,2,5,2,5,1,1,1,6,2,1,5,2,2,1,5,1954,1
352,1,5,5,5,2,2,2,2,0,69,95,74,93,0,29,77,,,3,3,5,4,3,3,5,2,3,3,,8,3,8,8,8,8,8,8,8,8,2,8,8,8,8,4,8,8,8,8,1,3,4,4,4,3,5,3,1,5,1,7,1,6,1,7,7,1,1,9,3,2,4,2,7,7,5,1,2,2,2,7,4,3,3,3,3,1,4,2,3,1,1,1,2,2,3,5,1961,2
353,2,4,4,5,2,2,2,1,1,38,100,90,100,15,5,100,1,9,3,5,3,3,2,5,3,1,5,5,3,8,8,8,8,8,1,3,8,8,8,8,8,8,8,8,8,8,2,8,4,8,3,3,3,1,3,4,1,1,4,5,1,7,4,5,3,4,4,1,9,1,3,1,1,5,5,3,3,2,1,1,1,6,1,1,2,2,1,3,1,5,1,1,1,2,2,1,5,1943,1
354,3,5,4,5,2,2,2,1,100,96,88,88,99,63,84,95,1,5,5,5,5,5,5,5,5,5,2,1,3,8,8,8,8,8,8,2,8,8,3,8,8,8,8,8,8,1,8,8,4,8,5,5,5,5,5,5,5,5,5,5,4,3,4,1,1,1,3,5,9,4,2,2,1,3,2,3,1,2,1,1,1,1,2,2,2,3,1,4,1,6,2,3,3,2,2,5,5,1990,2
355,2,5,5,5,2,2,2,1,49,76,87,80,73,50,36,69,3,11,3,3,5,3,3,4,4,2,3,3,3,8,1,8,8,8,3,8,8,8,8,8,2,8,8,8,8,8,8,8,4,8,2,3,4,3,3,4,1,3,5,997,2,3,5,1,2,3,1,4,9,3,1,2,1,4,4,2,6,7,1,3,4,4,3,4,3,4,1,4,1,5,2,1,2,2,2,2,4,1966,2
356,1,5,5,5,2,2,1,2,15,51,51,50,66,7,10,86,4,5,5,5,5,5,4,5,5,1,3,3,3,8,8,8,8,8,8,8,8,8,8,1,8,2,8,8,8,8,8,3,4,8,4,4,3,3,5,2,5,1,5,2,4,5,5,2,4,4,4,2,9,4,3,3,3,4,4,2,5,5,1,2,5,3,3,3,2,2,1,1,4,3,1,1,5,2,2,1,5,1955,1
357,1,5,3,3,2,2,2,1,90,60,80,70,70,35,4,93,,,2,4,5,5,4,4,5,1,2,2,,8,8,3,8,8,8,8,8,1,2,8,8,4,8,8,8,8,8,8,8,8,1,3,5,2,4,5,2,5,5,5,1,2,4,5,5,4,2,9,2,5,1,7,1,2,2,3,5,3,1,1,1,1,2,5,2,5,1,1,1,5,2,1,1,2,1,2,5,1953,1
358,2,4,4,4,2,2,2,2,5,50,50,50,90,25,49,61,4,4,5,5,5,5,5,5,5,5,4,4,3,8,4,8,8,8,8,8,8,8,8,1,3,8,8,8,8,8,8,2,8,8,4,4,4,4,4,4,4,4,4,1,7,2,1,7,7,3,3,2,9,3,3,6,4,7,7,3,4,6,2,2,7,2,3,3,2,2,1,3,4,6,2,1,5,2,2,2,5,1951,2
359,1,5,4,5,2,2,2,2,70,74,97,89,82,61,74,89,1,8,3,4,3,4,4,4,4,4,2,2,3,8,8,8,3,8,2,8,8,8,8,1,8,8,8,8,8,8,4,8,8,8,4,5,5,4,5,5,4,5,4,5,3,4,4,3,2,3,3,9,4,5,2,3,1,3,4,3,3,3,1,1,2,3,2,3,3,3,1,4,2,6,2,3,5,2,2,2,5,1951,1
360,1,3,4,4,2,2,2,1,30,50,51,51,70,47,40,62,,,3,4,5,4,3,4,4,2,3,3,,8,2,8,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,3,4,8,3,4,3,4,4,4,3,3,4,3,2,2,3,2,1,5,3,9,3,5,2,3,2,4,4,3,4,4,1,2,5,1,4,4,3,3,1,1,3,3,2,2,3,1,1,2,4,1978,2
361,1,5,5,5,2,2,2,2,61,0,99,0,9,0,0,59,3,11,1,5,1,1,1,5,1,1,4,5,1,8,8,8,8,8,3,8,4,2,8,8,8,8,8,1,8,8,8,8,8,8,5,5,1,5,5,4,5,5,5,7,1,7,7,7,1,5,1,3,9,5,1,2,1,1,4,1,7,7,2,2,4,4,4,4,5,5,1,4,7,1,1,1,1,2,1,1,5,1949,1
362,1,3,3,3,1,1,2,2,70,61,75,3,24,50,3,69,,,3,4,3,3,4,4,2,2,3,4,,8,8,8,8,8,8,3,2,4,8,8,8,8,8,8,8,8,1,8,8,8,4,2,3,3,2,4,3,2,2,2,1,7,7,1,2,2,1,9,2,3,1,7,1,3,6,1,7,7,1,2,2,7,4,4,3,3,3,3,2,3,1,1,2,2,2,2,5,1957,1
363,3,5,5,5,2,2,2,1,86,53,97,66,43,16,10,93,,,1,5,2,5,5,5,5,5,4,5,,4,3,8,8,8,8,8,8,8,8,2,8,8,8,1,8,8,8,8,8,8,3,4,5,1,4,5,4,5,5,6,3,4,4,1,1,4,1,2,9,5,1,1,3,1,1,2,6,6,1,3,7,2,2,2,1,2,1,4,1,3,1,1,2,2,2,1,5,1981,1
364,1,3,3,3,1,2,2,1,1,2,100,1,41,4,6,70,5,9,1,5,4,5,1,3,2,2,3,3,3,8,4,8,8,8,8,2,8,8,3,8,8,8,8,8,1,8,8,8,8,8,4,4,1,4,4,3,3,2,5,1,4,2,4,4,4,5,3,5,5,5,3,7,4,4,4,2,6,6,2,2,6,5,4,4,4,4,1,4,4,2,1,4,1,2,2,2,4,1971,1
365,1,4,4,4,2,2,1,1,19,85,85,86,80,59,64,65,5,8,4,4,4,4,4,4,4,4,3,4,3,8,3,8,8,8,2,8,8,8,8,8,8,8,8,8,8,8,8,4,8,1,4,3,4,3,4,4,2,2,4,2,4,1,2,3,5,3,3,2,9,3,2,3,2,4,4,3,4,5,2,3,5,5,3,3,3,3,1,3,3,5,2,2,3,2,2,3,4,1943,2
366,1,2,2,3,1,2,1,1,0,50,90,49,100,50,0,99,,,3,3,3,3,1,5,3,1,5,5,,8,3,8,8,8,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,4,2,2,2,2,3,3,1,1,3,1,1,3,4,1,1,2,1,1,1,2,3,1,2,7,7,3,2,2,2,3,7,6,2,3,2,3,1,3,1,3,1,1,1,1,1,2,5,1956,2
367,1,3,3,3,2,1,2,1,99,63,67,75,47,100,76,97,,,5,5,5,5,4,4,5,5,1,1,,8,8,4,8,3,8,8,8,8,8,8,8,8,8,2,8,1,8,8,8,8,1,1,5,1,1,4,1,4,5,7,7,1,4,1,1,1,4,9,4,5,1,7,1,1,1,3,3,7,1,1,1,4,2,5,2,5,2,2,1,6,2,3,3,2,1,2,5,1960,2
368,3,3,3,3,2,2,2,1,90,50,61,59,41,50,61,60,,,5,5,5,5,3,1,3,3,4,3,,8,8,3,8,8,8,8,8,8,8,2,8,8,8,8,8,8,8,8,1,4,1,3,4,1,2,4,2,4,3,4,4,4,5,1,3,3,4,3,9,3,1,4,1,2,2,2,7,6,2,1,5,4,2,5,2,5,1,4,7,3,2,1,1,2,2,3,3,1962,2
369,2,3,4,5,2,2,2,2,3,56,79,42,71,41,4,67,,,3,4,3,5,4,4,5,3,2,2,,8,1,8,8,8,8,3,8,8,8,2,8,8,8,4,8,8,8,8,8,8,3,2,3,3,4,5,2,4,4,4,4,6,7,2,3,3,3,9,5,5,3,3,1,4,4,2,4,3,1,1,2,3,3,3,3,3,1,2,3,4,1,3,3,2,2,2,4,1962,2
370,1,4,5,3,2,2,2,2,100,51,50,52,81,51,41,51,1,11,5,5,5,5,4,1,4,4,1,1,1,8,2,8,8,8,4,8,8,8,8,3,8,8,8,8,8,8,8,8,8,1,2,3,3,2,2,2,3,1,4,997,4,6,7,1,3,2,3,9,2,4,1,7,1,1,4,2,3,4,1,3,4,4,3,5,4,5,1,2,1,3,2,1,1,2,2,5,4,1947,2
371,1,3,4,4,2,2,2,2,2,40,60,51,74,1,30,51,,,1,3,3,2,1,3,3,1,5,5,,2,8,8,8,8,8,4,8,8,8,8,3,8,8,8,8,8,8,8,8,1,3,4,2,4,4,1,3,1,3,1,4,6,7,2,3,1,1,9,1,2,2,2,2,7,3,4,3,3,2,2,4,3,5,4,3,3,1,1,1,6,1,1,4,2,1,2,4,1958,1
372,1,5,5,5,2,2,2,2,0,51,50,51,51,6,50,92,5,4,3,3,3,3,3,3,3,3,4,4,3,8,4,8,8,8,8,3,8,8,8,1,8,8,8,8,8,8,8,2,8,8,3,4,3,4,4,3,4,3,5,1,4,1,4,1,6,4,4,3,3,5,2,4,4,6,6,4,4,5,1,3,7,1,3,3,3,3,1,1,1,6,2,2,5,2,2,3,5,1954,1
373,1,2,2,3,2,2,2,2,1,66,70,62,100,52,0,65,,,4,5,5,4,4,5,4,3,5,5,,8,8,8,8,8,3,4,8,8,8,1,8,8,8,8,8,8,8,8,8,2,5,5,5,5,5,5,5,5,5,1,4,4,7,1,7,4,1,1,3,4,1,2,1,7,7,3,6,3,2,2,7,4,3,3,3,3,1,4,4,5,1,1,2,2,2,1,5,1958,2
374,4,5,5,5,2,2,2,2,51,40,61,19,33,21,31,53,,,2,3,3,2,2,3,2,1,4,4,,8,8,8,8,8,3,8,8,8,2,4,8,8,8,8,8,8,8,8,1,8,3,4,2,2,3,4,3,3,5,6,2,7,7,4,3,4,2,4,3,5,1,7,1,3,4,4,2,2,1,1,1,3,2,5,3,5,1,4,2,3,1,1,1,2,2,1,5,1965,1
375,2,4,4,4,2,2,2,1,100,100,71,75,70,88,60,92,,,5,5,5,5,5,5,5,5,1,1,,8,8,8,8,8,4,8,8,3,8,8,8,8,8,2,1,8,8,8,8,8,2,4,5,3,4,5,2,5,4,2,6,7,7,1,4,1,1,2,2,2,1,1,1,1,4,4,2,2,1,1,1,4,1,5,1,5,1,2,1,5,2,1,1,1,1,3,3,1955,2
376,1,5,3,5,2,2,2,1,5,55,66,64,75,22,42,87,5,9,4,4,5,5,4,4,4,4,5,5,2,8,8,8,8,8,8,8,8,8,8,3,4,8,8,8,8,8,8,2,8,1,3,5,3,4,4,5,3,3,4,2,7,2,3,7,7,5,2,1,3,5,3,2,2,4,5,4,2,3,1,2,7,7,4,3,4,4,1,3,2,6,2,1,3,2,2,2,5,1947,2
377,1,3,4,3,2,2,2,1,9,50,50,50,67,22,53,11,3,7,5,5,5,5,5,5,5,5,3,3,3,1,2,8,8,8,8,8,8,8,8,3,8,4,8,8,8,8,8,8,8,8,4,5,5,4,5,5,5,4,5,1,7,1,2,4,7,5,7,9,5,5,2,4,2,4,5,4,4,4,1,3,4,1,3,4,3,4,1,1,7,5,2,3,3,2,2,2,5,1993,1
378,2,4,5,4,2,2,2,1,1,98,100,74,77,0,1,39,5,9,5,5,4,2,4,5,4,2,5,5,2,8,8,8,8,8,8,8,4,3,8,8,2,8,8,8,8,8,1,8,8,8,3,3,3,3,4,3,3,3,5,2,7,7,7,3,4,4,4,9,2,2,1,7,2,7,5,1,6,6,2,2,5,6,4,4,2,2,1,4,2,5,1,1,1,2,2,1,5,1950,2
379,1,5,4,5,2,2,2,1,0,50,50,50,85,0,50,50,5,4,5,5,5,5,5,5,5,4,4,4,3,1,4,8,8,8,8,8,8,8,8,8,3,2,8,8,8,8,8,8,8,8,4,4,4,4,4,2,4,3,4,1,7,4,6,4,6,2,7,1,3,4,2,3,4,8,7,4,2,2,1,2,6,2,3,3,3,3,1,1,4,6,2,1,5,2,2,2,4,1967,1
380,1,5,5,5,2,2,2,2,0,50,50,50,50,0,5,2,5,4,5,5,5,5,4,5,5,3,4,3,3,8,8,8,8,8,8,8,8,8,4,3,8,1,8,8,2,8,8,8,8,8,4,5,2,4,4,2,4,2,4,3,4,2,5,4,4,4,1,9,2,5,1,2,2,7,7,4,6,7,2,2,7,6,4,2,5,3,1,4,3,4,1,2,5,2,2,3,4,1974,1
381,1,5,5,5,2,2,2,2,90,63,80,51,5,5,50,51,,,4,4,5,5,4,3,3,5,5,3,,8,3,8,8,8,1,8,8,8,2,4,8,8,8,8,8,8,8,8,8,8,1,2,4,3,2,4,3,3,2,7,4,6,4,2,2,2,3,1,9,4,1,3,1,3,3,1,6,6,1,2,4,6,3,5,2,5,1,3,1,6,2,1,2,2,2,3,2,1965,2
382,1,2,5,5,2,2,2,1,100,50,0,50,50,31,51,100,,,4,2,5,5,5,2,5,5,1,1,,8,8,8,8,8,3,8,1,4,8,2,8,8,8,8,8,8,8,8,8,8,1,1,5,3,2,5,1,5,2,5,1,1,1,1,1,2,7,9,5,5,1,7,1,1,1,3,7,5,1,1,1,1,1,5,1,5,1,1,1,6,2,1,5,1,1,6,1,1992,1
383,2,5,5,5,2,2,2,1,60,80,30,50,20,70,40,50,4,11,4,3,5,5,4,2,4,2,2,3,3,8,8,8,8,8,8,8,8,4,8,8,8,2,1,8,8,3,8,8,8,8,1,3,5,4,1,5,3,5,2,4,4,4,6,1,1,4,3,5,5,5,1,7,1,3,1,2,7,7,1,3,2,4,1,5,2,5,1,4,7,2,2,3,2,2,2,4,3,1982,2
384,1,1,2,3,1,1,1,1,95,100,82,97,29,94,91,97,,,5,5,5,5,5,3,5,5,1,3,,8,8,8,8,8,2,8,8,1,8,8,8,8,8,4,8,8,8,8,3,8,1,1,5,2,2,4,1,4,1,6,1,1,4,1,1,1,7,9,5,5,1,7,1,1,1,2,3,3,1,3,1,2,2,5,2,5,3,2,1,6,2,2,1,1,1,9,1,1957,2
385,1,5,5,5,2,2,2,1,11,4,50,50,98,6,6,16,,,2,5,5,3,1,4,3,1,4,5,,8,8,8,8,8,2,3,8,8,8,8,4,8,8,8,8,8,8,8,8,1,4,4,2,2,5,1,4,2,5,3,1,1,7,4,7,2,1,1,9,5,1,6,2,2,4,4,2,7,2,2,6,7,3,3,3,3,1,3,1,6,1,1,5,2,2,2,5,1954,1
386,2,5,5,5,2,2,2,1,75,59,60,65,69,56,50,89,1,9,3,3,3,4,3,3,3,3,3,3,2,8,8,8,8,8,1,8,8,8,4,3,2,8,8,8,8,8,8,8,8,8,3,3,4,1,4,4,3,4,5,4,4,2,4,1,1,2,1,2,2,5,5,1,1,2,2,2,6,6,1,1,1,1,2,3,2,2,1,4,1,3,1,1,3,1,2,3,5,1964,1
387,4,3,3,3,2,2,2,1,76,65,95,16,65,6,60,83,5,11,5,5,5,5,4,4,4,4,2,1,3,8,8,8,8,8,2,1,8,8,8,3,8,8,8,8,8,8,8,8,4,8,4,3,4,2,3,3,2,3,5,6,4,4,4,4,4,4,4,3,5,4,3,4,2,4,4,3,4,2,1,1,1,4,2,2,2,2,2,1,4,3,2,3,3,2,2,2,5,1988,2
388,2,4,5,5,2,2,2,1,41,75,75,46,54,46,60,85,3,3,4,4,4,5,4,4,4,5,4,3,3,8,2,3,8,8,8,8,8,8,1,8,8,8,8,8,8,8,8,8,8,4,4,4,5,4,4,5,4,5,5,4,1,3,4,3,2,4,5,9,4,5,1,3,1,4,4,3,5,5,1,1,4,2,2,3,2,3,1,2,3,4,2,3,4,2,2,2,5,1982,1
389,1,5,5,5,2,2,2,1,1,12,100,51,89,0,1,41,,,1,5,5,1,1,3,2,1,5,5,,8,8,8,8,2,3,8,8,8,8,8,8,8,8,8,8,8,4,8,8,1,5,2,1,1,3,5,5,1,5,1,4,6,2,4,1,2,1,9,2,3,4,7,1,1,7,1,7,7,2,3,7,7,1,5,2,5,1,4,1,6,1,1,1,2,2,1,5,1973,2
390,1,4,4,3,2,1,2,1,98,90,50,52,11,18,35,83,1,7,4,3,4,4,4,1,4,1,2,1,3,8,8,8,8,4,3,8,8,8,1,8,8,8,2,8,8,8,8,8,8,8,1,2,4,3,3,4,1,3,5,7,1,1,3,1,1,2,1,1,9,4,1,7,1,2,1,2,2,3,1,3,4,7,2,5,2,5,2,2,7,1,2,4,1,1,1,3,4,1952,1
391,2,5,5,5,2,2,2,2,79,36,93,31,39,36,3,52,,,4,8,4,4,3,4,4,3,3,3,,8,1,8,8,8,8,2,8,8,8,4,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,5,3,4,5,1,2,3,4,1,5,4,2,3,3,4,2,4,1,4,4,2,6,5,1,3,2,4,2,4,3,5,1,2,2,5,2,1,1,2,2,1,5,1957,2
392,2,4,4,4,2,2,2,1,98,99,71,96,50,2,94,87,1,11,5,5,5,5,5,5,5,5,3,3,1,8,8,8,8,8,8,8,3,8,1,8,8,8,8,8,2,8,8,8,4,8,1,2,5,1,3,1,3,4,4,997,4,4,4,4,4,4,4,9,4,3,3,4,1,1,1,3,4,4,2,3,4,4,1,4,1,5,2,2,4,3,2,3,1,2,2,5,3,1975,1
393,2,2,2,2,2,2,2,2,94,37,96,27,85,67,25,79,,,2,4,3,4,2,4,3,2,3,3,,8,8,8,8,8,8,8,8,8,4,2,8,8,8,8,8,8,8,8,3,1,2,4,5,2,4,4,2,4,5,5,4,4,4,4,4,4,4,9,3,3,3,4,2,2,3,3,4,4,1,3,4,4,4,4,3,3,2,4,4,3,1,2,2,2,2,1,4,1984,2
394,1,2,1,1,2,1,1,2,1,89,85,85,97,4,11,52,,,4,4,5,4,3,4,4,2,4,4,,8,2,8,8,8,8,8,8,8,8,3,4,8,8,8,8,8,8,8,8,1,4,4,2,4,3,4,4,2,5,2,3,2,3,4,2,3,1,1,9,4,3,3,2,5,3,3,3,6,2,2,6,3,3,3,2,2,1,1,2,3,1,1,4,1,1,4,4,1982,1
395,1,2,2,4,1,1,1,1,19,70,94,85,94,55,48,59,2,8,2,4,3,5,2,5,4,1,3,4,4,8,4,8,8,8,8,8,8,8,1,8,8,3,8,8,8,8,8,8,8,2,3,3,2,2,3,1,3,2,3,2,5,2,5,2,4,2,1,1,9,1,1,7,1,3,4,3,7,7,1,2,7,6,4,4,2,3,1,1,1,6,2,2,3,1,1,2,4,1952,1
396,1,4,5,5,2,2,2,1,1,75,76,51,96,10,21,85,2,9,2,3,2,2,2,3,2,2,5,4,3,8,8,8,8,8,8,8,8,8,8,1,2,8,8,3,4,8,8,8,8,8,2,2,3,3,3,3,2,2,3,1,1,7,6,4,4,3,2,2,9,2,2,2,2,7,6,2,5,6,2,3,6,4,4,4,3,4,1,3,4,3,1,2,5,2,2,3,3,1945,1
397,1,5,5,5,2,2,2,2,1,50,50,100,70,30,0,90,4,4,3,5,5,1,4,5,5,1,4,5,4,8,3,8,8,8,8,2,8,8,8,4,8,8,8,8,8,8,8,8,8,1,2,2,1,4,2,1,4,1,1,1,3,1,5,7,7,3,7,3,1,4,1,1,4,7,7,3,5,5,1,3,7,5,5,5,3,5,1,1,4,3,1,3,5,1,1,5,1,1956,1
398,1,5,5,5,2,2,2,1,83,98,51,50,36,51,71,82,,,5,5,5,5,5,5,5,5,2,3,,8,8,8,8,8,2,8,8,1,8,8,8,8,8,8,8,8,4,8,8,3,1,2,4,2,2,4,1,4,5,997,1,4,4,2,1,2,5,9,4,4,1,4,1,2,2,2,6,4,1,3,2,4,3,5,3,4,2,4,2,4,2,3,5,2,2,3,5,1980,2
399,2,4,5,5,2,2,2,2,4,49,64,50,80,50,50,50,2,9,4,4,4,4,4,4,4,4,3,3,3,8,1,8,8,4,8,2,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,3,5,997,4,4,7,1,2,2,2,9,3,4,2,4,1,3,3,2,4,3,2,3,3,4,3,3,3,4,1,3,2,5,1,3,4,2,2,1,4,1973,2
400,1,1,3,3,1,1,2,2,3,66,61,59,100,39,34,61,4,9,3,4,4,4,4,5,5,2,5,4,3,8,2,8,8,8,8,3,8,8,8,1,4,8,8,8,8,8,8,8,8,8,5,5,1,5,4,4,5,2,4,1,4,2,4,4,3,5,1,9,2,4,3,2,2,7,7,5,2,3,1,2,7,3,3,3,3,2,1,1,3,3,1,1,3,1,1,3,4,1974,1
401,1,4,4,4,2,1,2,2,100,98,79,77,94,93,92,91,,,4,5,5,5,2,3,5,5,3,3,,8,8,8,8,1,2,8,8,8,3,8,8,8,8,8,8,8,8,8,4,8,1,2,3,1,2,2,2,1,2,7,3,3,4,1,2,2,2,1,9,1,3,3,1,2,1,4,6,3,1,3,3,3,3,5,2,4,2,4,2,4,2,2,2,2,2,4,3,1949,2
